smiles,smilesid,docking_score
COC1(CC(=O)NC[C@H]2C[C@@H]2C2CC(F)(F)C2)CC2(CCOCC2)C1,S2286,-8.56288
O=C(CCC(=O)c1ccncc1)Nc1c(-c2ccccc2)[nH][nH]c1=O,S2288,-9.08602
Cc1ccc(C(=O)NC[C@@H]2C[C@@H]3C[C@@H]3N2C(=O)CSc2cnn(C)c2)c(=O)[nH]1,S2287,-8.9374
CO[C@@H]1CN[C@H](CCNc2cc(C)nc3c(Br)c(C)nn23)C1,S2289,-7.39493
CCN1CC(C(=O)N2CCCC2c2c(F)ccc(C)c2F)NC1=O,S2291,-8.90606
COC1(C(F)(F)F)CC2(CC(C(=O)NC3CCn4c(n[nH]c4=O)C3)C2)C1,S2290,-8.72713
Cc1nc2n(c(=O)c1CCNC(=O)C1(C)CC(C(F)(F)F)=NO1)CCCC2,S2292,-8.92526
Cc1c(CNC(=O)[C@H]2CC[C@H](OC(F)F)CC2)ccc(F)c1F,S2294,-8.25729
CC(CNc1nc(C(F)F)ccc1Cl)OC(F)F,S2299,-6.95662
CNC(=O)N1CC(C(=O)N(C)C2CCN(C(=O)C3CC(=O)N(C(C)C)C3)C2)C1,S2295,-9.00764
O=C(NC(c1cccc(F)c1)c1nn[nH]n1)c1ccc2c(c1)S(=O)(=O)CCC2,S2293,-9.18904
CC(c1ccc(C(=O)NCC(C)(O)c2ccccc2Cl)cc1)S(N)(=O)=O,S2297,-10.0745
COc1ccc(Cc2nnc(NC(=O)C3CNC4(CCC4)CO3)s2)cc1,S2296,-8.08852
Cc1ccc(C2(C)CCN(Cc3cnc(-c4cncnc4)nc3)CC2)cc1,S2298,-8.17164
COCc1nc(NC(=O)c2nc(N)ccc2C)sc1C(=O)OC,S2301,-7.54857
Cn1cc(Cl)c(CNC(=O)c2cccc3c(=O)[nH]ncc23)n1,S2300,-8.25254
Cc1sc2ccc(Cl)cc2c1C(=O)NC1CCn2cncc2C1,S2302,-8.92538
Cc1cc(CCNC(=O)NC(c2ccc(C)o2)C2(C)CCCO2)cc(O)n1,S2303,-8.45675
CCN(C)CC(O)CN1CC[C@@H](CC(=O)OC)[C@@H](C2CC2)C1,S2305,-6.7659
COC(=O)c1nsc(NC(C)c2c(F)cc(Cl)cc2F)n1,S2306,-8.22399
O=C(Nc1cccc(CO)c1Cl)[C@]12COC[C@H]1C2,S2308,-7.53584
CC(CCC(=O)N1[C@H](C)C[C@H]2CN(C(=O)c3cc(F)c[nH]3)C[C@H]21)S(C)(=O)=O,S2304,-8.08157
CCC(O)C(C)(C)C(=O)N1CCC(C)(NC(=O)c2ccncc2Cl)CC1,S2307,-8.25552
CC(CNC(=O)N1CCC=C(F)C1)c1ncccc1F,S2310,-8.39832
COC(=O)Cc1ccnc(NCC2(C)CS(=O)(=O)C2)n1,S2311,-7.17515
C[C@H]1c2ccccc2O[C@H]1C(=O)N1CCN(C)CC1C(F)F,S2309,-8.28897
O=C(NCCc1cnn2c1CCCC2)c1ccc(C2CCCCC2)o1,S2283,-9.2923
CCC1CCC(CNC(=O)[C@H](C)n2cc(-c3c(C)nn(C)c3Cl)nn2)CC1,S2313,-8.23325
Cc1nc2ncc(C(=O)Nc3cc(-c4ccncc4)c[nH]c3=O)cc2o1,S2314,-9.05495
CCc1cc(C(=O)NCC2CC(NC(=O)c3ccc(Cl)s3)C2(C)C)no1,S2316,-9.20154
CNC(=O)N1CC(C(=O)N2CCC3CCCC(C2)N3C(=O)CC(C)COC)C1,S2315,-7.23498
CSc1ccc(Cl)c(C(=O)N2C[C@H]3C[C@@H]2[C@@H]2C[C@H]32)c1,S2319,-7.66264
CCc1ncsc1C(=O)N1C[C@H](O)CC[C@H](NC(=O)CC2CNC(=O)C2)C1,S2317,-8.88823
O=C(C(O)Cc1ccccn1)N1CCC2(CCc3cc(Br)ccc32)C1,S2318,-9.67815
CSC1(C(=O)N2O[C@H]3CC[C@@H]2[C@H](O)[C@@H]3O)CN(C(=O)OC(C)(C)C)C1,S2320,-5.86512
Cc1[nH]c(=O)[nH]c1C(=O)NC12CC(CNC(=O)C(C)(C)C(C)C)(C1)OC2(C)C,S2321,-6.27306
CSCCC(=O)N1CCN(C(=O)c2cc(-n3cccc3)ccn2)CC(C)(C)C1,S2323,-8.94922
CN(C)C(C(=O)N1CCC([C@]2(O)C[C@@H](NC(=O)C3CSC3)C2)CC1)C1CC1,S2322,-6.96285
COc1ccc(C(=O)N(C)C)cc1NC(=O)NCC1CCOC12CCOCC2,S2324,-9.14501
Cc1ccc(CNC(=O)c2c(C)nn3c2CNCC3)c(-n2cc(Cl)cn2)n1,S2325,-9.61572
CN(Cc1ccc(SC(F)F)cc1)C(=O)NCC1(n2nccn2)CC1,S2326,-7.9892
CC1=C(C(=O)N2C[C@H](C)[C@H](NC(=O)c3ccsc3Cl)C2)CCCC1,S2327,-9.65795
COC1(CN(C)CC(=O)NC(C)c2ccccc2Cl)CCC1,S2328,-7.054
O=C(NCC1CCCCS1(=O)=O)C(F)(F)c1cc(Cl)sc1Cl,S2331,-8.09134
OC[C@@]1(CNCc2cnco2)C[C@H]1c1ccccc1F,S2330,-7.18681
O=C(c1cc2n(n1)CC(O)CO2)N1CCC(OCCN2CCCC2)C1,S2329,-9.05733
Nc1nc(C(F)(F)F)ccc1C(=O)N1CCc2[nH]c(=O)[nH]c2C1,S2333,-9.31642
C=C1Cn2c(nnc2C(=O)NCC2(C(C)NC(=O)C3CC(C)(F)C3)CC2)S1,S2332,-8.61934
COC(=O)CC(F)(F)CNC(=O)Nc1ccc2ccc(Cl)c(Cl)c2n1,S2335,-7.64775
CS(=O)(=O)c1cccc2c1CCCN2C(=O)C12CCC(C(F)F)(CC1)C2,S2334,-5.23978
COC(=O)C1(F)CCCN(CCC2CCCOC2)C1,S2339,-6.75238
Clc1nc(NC2CN3CCC2C3)c2c(n1)OCC2,S2341,-6.79136
COC1(C(F)(F)C(=O)OC(C(=O)N2CCCCC2C)C(C)C)CCC1,S2338,-6.7847
COC(=O)c1ccc(C2CN(C(=O)C3COCC(C)(C)CN3)C2)cc1,S2340,-7.76523
CCC(OC)C(=O)N1CCCC[C@H]1CN(C)C(=O)c1cc(=O)c2ccccc2[nH]1,S2336,-8.6925
CC(C(=O)N1CCCC(OC2CNC2)C1)n1cc2ccccc2n1,S2342,-7.72865
CN(C(=O)c1cc2cc(Br)sc2s1)C1(CN)CCOCC1,S2343,-8.43366
O=C(CC1COc2ccccc21)NC[C@@H]1C[C@H](F)CN1C(=O)[C@H]1C[C@H](CF)C1,S2337,-9.32132
O=C(O)CC(CNC(=O)Cc1ccsc1Br)C(F)F,S2344,-8.08079
CCn1c(NC2CC(C)N(c3ccccc3)C2=O)nc(Cl)c1C#N,S2346,-9.149
Cc1cc(CNC(=O)CN2CCN(c3ccncc3)CC2)cc2c1CCC2,S2345,-8.49855
COc1ccc(-c2ccccn2)cc1NC(=O)NCC1(C)CSCCO1,S2348,-8.14744
NC1CCS(=O)(=O)C2(C1)CC(C(=O)N[C@]13CCOC[C@H]1C3)C2,S2350,-6.61969
CC(=O)N[C@@H](C(=O)N(C)CC1CCN(C(=O)c2ccnc3c2CCN3)C1)C(C)C,S2347,-9.16524
Cn1cnc(S(=O)(=O)N2CCC(CC[C@H]3CCCN3)CC2)c1Cl,S2351,-6.49547
N[C@]12C[C@H](C(F)(F)F)[C@H]1CN(C(=O)CC1COC(=O)C1)C2,S2352,-8.18217
O=S1(=O)C(CNCc2ccc3cnccc3c2)CCN1c1ccccc1,S2349,-9.35868
NC(C(=O)N1CCC(Cn2ccnn2)CC1)C1(C(F)(F)F)CCC1,S2354,-8.28467
Cc1nc(CCS(=O)(=O)c2c(C)nn(C)c2Cl)cs1,S2359,-7.54307
Cn1ccc(=O)c(C(=O)NC(C)(CO)CNC(=O)c2ccc(F)cc2Cl)c1,S2355,-8.54702
CN(CC1CCN(C(=O)[C@]23CC[C@H](O)[C@H]2CC3)C1)C(=O)C1(C)COC(=O)OC1,S2353,-8.75833
CCC(C)(C)NC(=O)c1ccc(NC(=O)N2CC3(CC(CC(=O)OC)C3)C2)cc1,S2357,-9.14069
Cc1cccc2c1CC(C(=O)N1CCC(CC3COCCN3C(=O)CO)CC1)O2,S2356,-9.61874
CO[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1C(=O)N1CC(O)(c2ncnn2C)C1,S2358,-6.7773
NS(=O)(=O)c1ccc(CNC(=O)C(F)(F)c2cncs2)o1,S2312,-7.09856
O=C(Nc1cnccc1C1CC1)N1CCN(CCOc2ccc(Cl)cc2)CC1,S2360,-8.5931
O=C(Cc1ccc(Cl)s1)N1CC2(CCCN(C(=O)C(F)(F)CF)C2)C1,S2361,-9.58553
CC(OC1COC1)C(=O)NCc1occc1C(=O)O,S2362,-6.59039
Cc1ccnc(C)c1CNC(=O)CC(C)NC(=O)OCc1ccccc1,S2363,-7.41061
CCOC(=O)c1cc(C(=O)N2CCCc3sc(Br)cc3C2)[nH]n1,S2365,-8.77159
CC1NC(=O)OC12CN(Cc1ccco1)C2,S2371,-8.16341
Cc1cc(NC(=O)N2CCN(C(C)c3ccccn3)CC2)nn1C1CC1,S2364,-8.64662
CC1(C)CCCC1(O)CNC(=O)[C@H]1C[C@H](n2cc(CN)nn2)C1,S2367,-8.03294
C[C@H](NC(=O)c1cc2c(N(C)C)cccc2s1)[C@@H](CO)NC(=O)C(C)(C)C,S2366,-9.18474
Cc1c(S(=O)(=O)NC(C)C2(O)CCNC2)sc2cccc(Cl)c12,S2370,-6.67456
CN(C(=O)C1CC2(CC(CN)C2)C1)C1CCCCC1(C)C,S2372,-8.10171
CCC1CC(CC(=O)NC2CC3(CCN(C(=O)c4c(F)ccc(C)c4O)C3)C2)C1,S2368,-9.00848
COn1cnc(C)c1C(=O)N[C@H]1CN(C(=O)Cc2c(C)n[nH]c2C)CC[C@H]1F,S2369,-8.17631
CC(c1nc(C(C)(C)C)cs1)N(C)C(=O)OCC1CCCO1,S2374,-7.71573
N#CCC(=O)N1C[C@@H](O)C[C@H](NC(=O)CCOC2CCOC2)C1,S2377,-8.24544
CC(C(=O)N1C[C@H]2OCCN(C(=O)CCC(=O)c3ccncc3)[C@H]2C1)C1CCC1,S2373,-9.9831
CC(C)(C(=O)N1CCCC(NC(=O)C2(C(F)F)CCCO2)CC1)c1ccno1,S2376,-7.95678
CN(C[C@@H]1C[C@H](F)CN1C(=O)C1CC2(CC2)CO1)C(=O)CCc1cccnc1,S2378,-9.11434
CN(CCN(C)C(=O)C(F)C1(O)CCCC1)C(=O)c1cc2occc2s1,S2379,-8.40446
Cn1nc(C(=O)N2CCC(C(O)C(N)=O)CC2)c2c1CCNC2,S2383,-9.5822
Cc1cc(S(=O)(=O)NCC2=NO[C@H]3CCCC[C@@H]23)n(C(C)C)n1,S2380,-4.74871
CN(C)c1cc(Br)cc(C(=O)N2CCC[C@@H]2COC(F)(F)F)c1,S2384,-7.88174
CC1(NS(=O)(=O)N2CCCC2(C)C)CC2(CCC2)C1,S2387,-5.86387
O=C(CN1CCC(NC2C[C@@H]3C[C@H]2C[C@H]3F)CC1)Nc1ccccc1,S2381,-7.96919
CNC(=O)N[C@@H](C)C(=O)NC1CN(C(=O)c2sc3ncccc3c2Cl)C1,S2382,-6.84716
COC(=O)[C@]1(C)CC[C@]1(C)C(=O)N1CCCC1C1OCCO1,S2386,-6.97156
Cc1oc(CO)cc1C(=O)N1C[C@H]2C[C@@H](NC(=O)CSc3ccccn3)[C@@H]1C2,S2385,-7.86647
CN(C)CCn1c(=O)oc2ccc(NC(=O)C34CCC(CC3N)C4(C)C)cc21,S2389,-7.97712
CC(C)(C)OC(=O)NC[C@H]1C[C@@]2(CCN2C(=O)NC2C3CCC(C3)C2(C)C)C1,S2388,-8.51656
COC(=O)C12CCC(CN3CC(F)(CO)C4(CCC4)C3)(C1)OC2,S2390,-6.95355
CSc1ccccc1CCNC(=O)C1(C#N)C(C#N)C1(C)C,S2392,-9.12807
N#Cc1cc(F)c(C(=O)N2C3CCCC2CN(C(=O)C(O)C(F)F)C3)c(F)c1,S2391,-7.72011
Cc1cc(F)cc(C(=O)NCC2CN(C(=O)C(C)(C)C#N)CCC23CCC3)c1C,S2393,-7.65498
O=C(COc1ccc(C(F)(F)F)cn1)N1CC2(CCOC2)c2ncccc21,S2394,-10.1436
Cc1c(NC(=O)CNC(=O)N2CCc3ccccc3C2)nnn1C(C)C,S2398,-9.2476
CC1CCc2[nH]c(C(=O)Nc3ccc(-n4ccc(=O)[nH]4)c(F)c3)cc2C1,S2397,-9.60741
O=C(N[C@@H]1C[C@H](CNC(=O)C2CCSC2)C[C@H]1O)c1ccc2cccnn12,S2395,-8.58357
CC(C)c1nccc(C(=O)N(C)C2CC(NC(=O)c3cc4cn[nH]c4s3)C2)n1,S2396,-8.27412
COC1CCCC1C(=O)N1CCC(C)(NC(=O)c2nccn3nc(C)cc23)CC1,S2399,-9.14471
CC(C)(C=CCl)NC(=O)c1ccc(C(=O)C2CC2)cc1,S2403,-6.97682
C[C@H]1C[C@H](NC(=O)c2ccc3sccc3c2)CCN1C(=O)[C@H]1C[C@H](C#N)C1,S2400,-7.90679
O=C(NCc1cc(C(F)(F)F)sn1)Nc1[nH]c(=O)ncc1Br,S2406,-7.58349
O=C(c1ccc(NCC(F)(F)F)nc1)N1CCn2nc(-c3ccccc3)cc2C1,S2402,-8.99086
Cc1nc(Br)c(CNC[C@@H]2[C@H]3C[C@@H]2N(C(=O)OC(C)(C)C)C3)[nH]1,S2405,-6.04243
Cc1cn2c(C)c(C(=O)N3CCCC(N(CCF)C(=O)C4CC4)C3)nc2s1,S2404,-7.43824
C[C@H]1CC[C@H](CC(=O)N2CCC(N(C)C(=O)C3CC(C4CC4)=NO3)CC2)OC1,S2407,-9.63995
NC(=O)Cc1ccc(CNC(=O)c2ccc(C(=O)O)c(C(F)(F)F)c2)cc1,S2408,-9.84131
CC(C)c1ccc(C(=O)N[C@H]2CN(C(=O)c3n[nH]c4c3CSCC4)C[C@H]2C)o1,S2375,-9.06709
C[C@@]1(O)C[C@H]2C[C@@H]1N(CCc1ncccc1C#N)C2,S2411,-7.50637
Cc1cc(C(=O)NCC2(NC(=O)c3ccc4c(c3)CCC4=O)CC2)cc(F)c1C,S2409,-9.0625
CCn1cccc1C(=O)N1C[C@H](O)C[C@@H]1CNC(=O)c1c(C)nn(C)c1C,S2410,-8.66967
CCc1cc(-c2cccc(Oc3ccccc3)n2)n(C)n1,S2415,-8.92631
CNS(=O)(=O)c1cc(F)c(Cl)c(CNc2ncnc3c2ccn3C)c1,S2413,-8.91964
CC(NC(=O)CN[C@H](C)C1CC(C)(C)C1)c1ccco1,S2417,-5.53336
COc1ccc2onc(CNC(C)(C)Cc3ccc(C#N)cc3)c2c1,S2412,-7.41213
FC(F)C1(CN2CCCCNCC(F)(F)C2)CC1,S2420,-5.4946
COc1cc(C(F)(F)F)nc(NCCn2c(C)nc3cc(Cl)ccc32)n1,S2414,-8.81886
CCOC(=O)[C@@]12CCC[C@]1(F)CN(c1cc(C(F)(F)F)cc(CO)n1)C2,S2416,-6.37442
COC(=O)c1cc(C)c(OCCN(C(=O)OC(C)(C)C)C2CC2)nn1,S2418,-7.25265
CC(=O)Nc1cccc(-n2[nH]c(=O)c3cc(F)c(F)cc3c2=O)c1,S2421,-9.37849
CC(C(=O)N1CCN(C(=O)c2[nH]cc3c(=O)n(C)ccc23)CC1)c1cncs1,S2419,-10.5075
O=C(Nc1ccc2c(c1)SCC2)C1=CS(=O)CCC1,S2423,-9.6403
CC(C)c1ccc(C(=O)N[C@H]2C[C@](O)(c3ccncc3)C2)c(F)c1,S2422,-8.85454
CN1CCC(N2CC(C(=O)N3CCCC3C(O)CO)C2)CC1,S2425,-7.51094
CCc1ncsc1-c1cscc1C1CCC1=O,S2428,-7.05127
COC(=O)[C@H]1CC[C@H]1CNC(=O)c1ccn[nH]c1=O,S2426,-6.58246
Cc1ccc2nc(C(=O)N(C)CCNS(C)(=O)=O)c(N)n2c1,S2429,-8.02209
CC(C)N1CCC(CC(=O)N2CC(CC(=O)O)C(C)(C)C2)CC1,S2430,-9.26306
O=C(CCOC1CCC1)Nc1n[nH]c2nccnc12,S2433,-7.2598
O=C(c1cc(Br)c2cccnn12)N(c1cc(Cl)ncn1)C1CC1,S2427,-6.84797
O=C(N[C@H]1C(=O)O[C@H]2CCC[C@H]21)c1cc(C2CC2)nc(C(F)(F)F)c1,S2432,-7.18389
COCc1cnc(NC(=O)NC(c2ccccc2)C2(O)CCCCC2)s1,S2435,-6.03426
COC(C(=O)N[C@H]1CN(C(=O)CN2CCNC(=O)C2)C[C@H]1C)c1ccccc1,S2431,-9.08262
O=C(NCC1(c2ccc(F)cc2F)CC1)C1CCc2cccc(F)c21,S2436,-9.12285
Cc1ccn(C(C)C(=O)N[C@H]2CCC[C@@H]2NC(=O)c2oc(C3CCC3)nc2C)n1,S2434,-9.02339
CN(CC1CCC(C(F)F)CC1)CC1OC(=O)NC1(C)C,S2438,-6.97671
N#CC1(C(=O)Nc2cccc(NC(=O)c3cnsn3)c2)CC2CC2C1,S2437,-7.80641
O=C(N[C@@H]1CCCN(CCO)C1)c1ncsc1-c1ccccc1,S2439,-8.17288
CCCc1cc(C(=O)NC2CN(C(=O)C3(C#N)CC(C)C3)CCC23CCC3)[nH]n1,S2440,-7.73111
CC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCC(=O)C3(CCOCC3)C2)c1,S2443,-6.49233
C=C(COC(C)C)c1ncc2ccc(Cl)cn12,S2447,-7.43132
CSC1(C(=O)N[C@H]2C[C@@H](NC(=O)c3n[nH]cc3-c3ccccc3)C2)CCC1,S2441,-7.31257
CN(C)c1cccc(C(=O)NCC2(NC(=O)c3c[nH]c(=O)c4ccnn34)CC2)c1,S2442,-9.58237
CC1OC(=O)N(Cc2nn(CC(F)(F)F)cc2Br)C1=O,S2449,-7.38575
CO[C@@H]1C[C@H](CS(C)(=O)=O)N(c2ncccc2OCc2ccccc2)C1,S2446,-7.50638
CC(O)C(=O)N1CCC(C(C)(C)NC(=O)C2Cc3ccccc3C(C)(C)C2)CC1,S2444,-7.22269
CC1CN(C(C)C(=O)NCC2(NC(=O)c3ccc(O)c4ccccc34)CC2)C1,S2445,-9.18934
Cc1cc(C(=O)N2CC3(C2)CN(C(=O)C(C)c2ccon2)C3)nc(C)n1,S2448,-7.38963
Fc1cccc2c1CCC2Nc1ccn(C2CCC2)n1,S2451,-8.59047
COc1ccccc1C(F)(F)C(=O)N1CC[C@H]2C[C@@H]1[C@H](O)[C@@H]2O,S2450,-7.95021
Cc1noc(C(F)F)c1C(=O)N1CCC1CNC(=O)c1ccncc1N(C)C,S2452,-8.5669
CCOC1CC(NCC2CCN(CCN3CCCCC3)CC2)C12CCOCC2,S2453,-8.26701
CC(C)N(C)CC(=O)N1CC2(CCCC2NC(=O)C2CN(C(C)C)CCO2)C1,S2424,-6.42954
CCC(F)(F)CC(=O)N1CCCC(C2(NC(=O)c3cnc(O)c(F)c3)CC2)C1,S2454,-10.1206
O=C(NCc1nnc(CO)s1)C1(c2cc(C(F)(F)F)ccc2Cl)CC1,S2456,-8.40702
CN1CCOc2ncc(C(=O)N(c3cncc(Cl)n3)C(C)(C)C)cc21,S2457,-7.29073
O=S1(=NCc2ncnc3c2OCCO3)CCCC1,S2461,-7.3357
CCC(N[C@H]1C[C@@H](O)[C@@H](OC)C1)c1ccc2c(c1)OCCO2,S2458,-7.45962
O=C1NC[C@H](C(=O)N2CCC[C@H]3[C@H]2CCCCN3C(=O)Cc2cccc(F)c2)N1,S2455,-9.22598
Cc1cc2c(cc1C)N(C(=O)C[C@@H]1CCNC[C@@H]1C1CC1)CC2,S2460,-8.46567
CCOC(=O)[C@]12CCCCC[C@H]1N(C(=O)Cn1ccc3cc(F)ccc31)CC2,S2459,-8.67834
C=C(Br)CC(C)(C)C(=O)N1CCc2cc(OC)c(OC)cc21,S2465,-7.87371
COc1ccc(C)cc1NC(=O)CCSc1ncc(C(C)C)c(=O)[nH]1,S2464,-8.80214
Cc1c(C(=O)NCCN(C)C(=O)C2CCc3cn[nH]c3C2)c(C(F)F)nn1C,S2463,-9.32037
Cc1nc2c([nH]1)[C@H]1CCCN(C(=O)CC(n3ccnc3)C(F)(F)F)[C@H]1CC2,S2462,-7.80338
CCC(CC)(C(=O)N1CCN(C(=O)C(C)(F)C(C)(C)F)CC1)c1ccccc1,S2468,-7.47187
C[C@@H](O)c1ccc(C(=O)N2CCCC23CCN(C(=O)C2=CCCS2)CC3)cc1,S2466,-9.87726
N#Cc1cccc(N2CCN(C(=O)Nc3ccc(C4CCOCC4)nn3)CC2)c1,S2467,-9.99602
C[C@H](CNC(=O)C1(c2ccnn2C)CC1)N(C)C(=O)[C@@H]1CC(=O)N[C@H](C)C1,S2470,-7.06193
Cc1cn(C(C)(C)C(=O)N2CCCCNCC(F)(F)C2)cn1,S2473,-6.08372
CC1(C(=O)N2CCN(C(=O)COC3(C(F)(F)F)COC3)CC2)CCCS1,S2471,-7.81395
CN1CC(C)(NC(=O)CNC(=O)c2ccc(Cl)cc2Cl)CCC1=O,S2475,-8.74179
CCOCC(=O)N1CCC[C@H]1C(C)NC(=O)c1ccc2c(c1)NS(=O)(=O)C2,S2472,-10.5048
COC(=O)C12CCC(CS(=O)(=O)NCCc3cccn4ccnc34)(C1)OC2,S2474,-8.92412
CC1CCCC(CNC(=O)c2nn3c(c2Br)NCCC3)(N(C)C)C1,S2476,-7.9109
CC(C)(NC(=O)C1CCCCC1(F)F)C(=O)NS(C)(=O)=O,S2481,-5.82215
CN(C(=O)c1sccc1CNC(=O)OC(C)(C)C)C1CCC(F)(F)C1,S2480,-7.91876
CSc1c(C(=O)N2CCN(C(=O)C3(C)COc4ccccc43)CC2)cnn1C,S2477,-8.16982
COC(=O)[C@H]1CC(=O)N(C)[C@@H]1C(=O)NC(C)c1cc2cnccc2o1,S2479,-8.14904
COC(=O)Cn1cnc2ccc(NC(=O)NCCc3cnc(C4CC4)nc3)cc2c1=O,S2478,-9.1241
CC(=O)c1cc(C(=O)N(Cc2scnc2C)C2CC2)oc1C,S2484,-8.32043
Cn1cc(CC(=O)NCC=Cc2cccnc2)c2ccccc2c1=O,S2483,-10.3742
Cc1ccc(C(=O)NC2(C)CCN(C(=O)Cc3ccc4nonc4c3)CC2)nc1,S2482,-8.43379
O=C(Nc1ncc(C2CCOC2)s1)N1C[C@H](O)[C@@H](Oc2ccccc2)C1,S2469,-9.19968
Cc1sc(C)c(C(=O)O)c1CNC(=O)C12CCCN1S(=O)(=O)CC2,S2487,-6.72944
CN(C)CC1(CC(=O)N2COC[C@]3(COC[C@H]4CCCCN43)C2)CCOCC1,S2485,-4.73896
O=C(Nc1cc(C(=O)N2CC3(CCCC3=O)C2)ccn1)C1CC1,S2488,-8.21144
Cc1cc(O)nc(C(=O)NCC2(C)CCCN2C(=O)Cn2cc(F)ccc2=O)c1,S2486,-9.78446
c1c(CN(CC2CC2)C2COC2)noc1C1CCCC1,S2490,-5.56126
CC1CC(C(=O)NCc2cc(Br)cnc2O)CO1,S2493,-7.5295
Cc1nn(C)c(C(=O)N2CC3CC(C2)N(C(=O)CC2(C)CCCO2)C3)c1Cl,S2489,-8.41548
CC1CN(c2cccc(Cl)c2)CCN1C(=O)c1cnn2c1OCC(F)C2,S2491,-9.80488
O=C(C1CCN(S(=O)(=O)C(F)F)CC1)N1CC2CCCC1C2CO,S2495,-7.86344
COC1(C(=O)N2C3CCC2CN(C(=O)c2ccnc(C(C)C)n2)CC3)CC(C)C1,S2492,-9.37642
CC(C#N)C(=O)NCC(C)(C)CN(C)C(=O)c1cc(O)nc2cnccc12,S2494,-7.23184
CC1(C)CCCN(S(=O)(=O)C2CC3(CC3)C2)C1CN,S2497,-6.73794
Cn1c(Br)nnc1CCNS(=O)(=O)c1ccco1,S2498,-5.77437
CN(C)C[C@H]1C[C@H]1C(=O)N1CCN(C(=O)C(O)CC(F)(F)F)CC12CCC2,S2496,-7.80222
O=S(=O)(c1c[nH]c2cc(C(F)(F)F)ccc12)N1C2CCC(C2)C1CO,S2499,-8.41957
CC12CC(C1)C(C(=O)NC(C)(C)c1ccccn1)CO2,S2502,-6.76066
CC(C1CCCOC1)n1nc(Cl)sc1=O,S2500,-7.49436
Cc1nc(C(C)N2CCC3(CC2)CC(NC(=O)OC(C)(C)C)CCO3)no1,S2505,-7.71095
COc1ccc(C)nc1C(=O)N1C[C@H](C)[C@H](NC(=O)C2CC(=O)NC2(C)C)C1,S2503,-9.12104
COc1ccc2c(c1)CCC2C(=O)N(C)CCNC(=O)[C@@H]1NC(=O)OC1(C)C,S2506,-8.85896
CC[C@H]1C[C@@H]1CC(=O)NCC1(C)CCN(C(=O)[C@@H]2Cc3ccccc3CO2)CC1,S2501,-8.75828
O=C(Nc1ccn(C2CCOC2)n1)c1nc(N2CCOCC2)ncc1Cl,S2507,-9.07524
Cc1nnc(-c2ccccc2C(=O)N[C@H]2CC[C@@H]2NC(=O)[C@H]2C[C@](F)(CO)C2)o1,S2504,-8.39968
CN(C)C1CCCN(CCNC(=O)C2(CN)CC23CCOCC3)C1,S2512,-7.52246
CC(C)(C)C(C)(C)C(=O)N[C@@H]1C[C@H]2C[C@@H]1N(C(=O)CSC(F)(F)F)C2,S2513,-6.1953
Cn1nnc(S(=O)(=O)NC(=O)C2(C(C)(C)c3ccccc3)CCCCC2)n1,S2510,-6.3015
COc1ccc([C@H](C)NC(=O)C2CCOC3(CCOCC3)C2)cc1C(=O)O,S2509,-9.18107
CC(C)c1cc(COC(=O)c2ccc(=O)n(CC3CCCO3)n2)on1,S2511,-8.18003
CC1(NC(=O)CCC#N)CCN(C(=O)c2csc3c2C(C)(C)CCC3)CC1,S2514,-8.03107
CC[C@H]1[C@H](C(=O)NC2(CC(=O)O)CCN(C)CC2)CCN1C,S2515,-6.17812
CC(C)(C)OC(=O)N1C[C@]2(F)CCC[C@]2(CNCC23CCC(CO)(CO2)C3)C1,S2516,-8.41994
CC[C@@H]1C[C@H]1C(=O)OCc1ccc(S(C)(=O)=O)cc1,S2519,-7.10716
CCOC(=O)CN(CCO)S(=O)(=O)c1cc(C)c(Br)cc1F,S2521,-6.37552
COc1cc(C(=O)NCc2csc(C3CC3)n2)sc1Cl,S2520,-8.08707
O=C(CCCc1ccc(Br)cn1)NCC(=O)Nc1cccnc1,S2522,-8.66249
Cc1n[nH]c(=O)c2c(NC(=O)N3CCCC3Cc3ccc(F)cc3F)cccc12,S2518,-10.4244
FC(F)c1nc2c(SC3CCSC3)ncnc2[nH]1,S2524,-7.8939
OC1(CNC2(CCC(F)(F)F)CC2)CC2CCC1CC2,S2526,-6.85314
CNC(=O)CCc1ccc(NC(=O)CC(C)CCC(C)=O)cn1,S2528,-7.63127
CC(NC(=O)c1cnnc(-c2ccccc2)c1)C1(C)COC1,S2525,-8.08839
CC1(C)[C@H](NC(=O)C2NCCC23CCCC3)[C@H]1c1ccccc1,S2529,-7.14194
CC12CCN(C(=O)c3ccc4cc(O)ccc4n3)CC1(C)C2(F)F,S2530,-9.32411
CC(CNCc1c(Br)c(C(F)(F)F)nn1C)Oc1ccccc1,S2531,-8.86934
Cn1nc(C(=O)OCc2ccc(-n3cccn3)c(F)c2)cc1Cc1ccccc1,S2527,-8.92758
Cc1cc(Br)c(CC(=O)N2CC(C(=O)O)Cc3c2cnn3C)s1,S2533,-9.11802
COCCN(C)Cc1ccc(CN(C)C(=O)C2(C)CCCC2N)cc1,S2534,-7.64083
COC(CNC(C)=O)CNC(=O)C1(C)CCC(O)CC1,S2523,-6.18691
CC(C)C1c2ccccc2CCN1C(=O)CCc1nnc(N)s1,S2536,-8.39754
