smiles,smilesid,docking_score
CC(Cn1cncn1)NC(=O)C(N)Cc1cccc(Oc2ccccc2)c1,S5645,-8.96043
COc1ccc(CN(C)C(=O)[C@@H](N)COC2CCCC2)cc1Br,S5648,-6.8551
COc1cccc(CN(C)C(=O)c2ccc(C(C)=O)cn2)c1F,S5650,-8.37215
CN(C)S(=O)(=O)c1cccnc1C(=O)N1CC2CCC1CN2CC(=O)O,S5651,-5.20025
COc1ccc(-n2cc(C(=O)N3CC(O)(c4c(F)cccc4F)C3)nn2)cc1,S5649,-8.34034
CC1CCCN(C(=O)C(NC(=O)NCc2ccc3cc[nH]c3n2)c2cnn(C)c2)C1,S5641,-8.67881
CC(C)(C)OC(=O)C1N(C(=O)C2SCCc3ccccc32)CC12CCC2,S5652,-7.33543
c1ccc2[nH]c(CN(CCC3CCCOC3)C3CC3)cc2c1,S5653,-7.81929
CCC1CCCCC1NC(=O)NCC(=O)NCC(=O)OC(C)(C)C,S5655,-7.05819
CCn1cc(CN(CCO)C(=O)C(OC)c2ccc(Br)cc2)cn1,S5654,-7.90722
CCC(C)CC(C)NC(=O)c1cnc(CNC)nc1,S5657,-5.3306
CCc1conc1CNS(=O)(=O)CCC(C)(C)C1CC1,S5659,-6.13894
Cc1ncncc1C(=O)NC[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C1CCCC(=O)O1,S5656,-7.61347
O=C(NCCc1cnc2ccccn12)c1cc2ccc(Cl)cn2c1,S5658,-10.0807
COC(=O)c1c(-c2ccc3c(c2)COC(C)(C)O3)c(C)n(C)c1C,S5660,-9.26964
CC(C)C(=O)NCC(C)(C)C1CCCCN1C(=O)c1ccc2nc(O)cnc2c1,S5647,-7.35417
COC(=O)c1cc(CO)c2c(c1)N(C(=O)Nc1c(C#N)cnc3ccccc13)CC2,S5661,-11.345
C[C@H]1C[C@@]1(NC(=O)OC(C)(C)C)C(=O)N1CC(O)(CCNC(=O)[C@@H]2C[C@H]2F)C1,S5663,-6.10077
CCc1nc(C(=O)N(C)Cc2nnn(C)n2)c(N)s1,S5669,-7.2744
CCCc1nnsc1C(=O)N1C[C@H]2CCN(C(=O)C[C@@H]3CCNC3=O)[C@H]2C1,S5664,-8.83048
CC(C)(C)O[C@H]1C[C@H]2[C@@H]1CCN2C(=O)C1(C)CCC(F)(F)CO1,S5667,-7.20122
CC(NC(=O)Nc1ncn(Cc2cccc(F)c2)n1)c1cc2ccccc2n1C,S5666,-10.0276
Cn1cc(Cl)c(C(=O)NC2CC3(CC(CNC(=O)C4(F)CCOC4)C3)C2)n1,S5670,-9.16412
Cc1csc(C(=O)N[C@H]2CN(C(=O)C3CC4CCCC(C3)C4=O)C[C@H]2C)c1C,S5668,-8.75643
Cc1cc(C(=O)NC(C)(C)CNC(=O)[C@H](C)C(C)(C)C)ncc1C(N)=O,S5665,-7.68127
CN1CCN(C)C2(CCCN(CC3(CO)CCCN3C(=O)OC(C)(C)C)C2)C1,S5662,-4.70424
CC(=O)N(c1ccc(C)cc1)c1nc(CNC(C)Cc2nncn2C)cs1,S5671,-9.14905
O=C1COC(CNC(=O)[C@H]2C[C@@H](c3ccc(O)cc3)C2)CN1,S5672,-8.74031
CCC(SC)C(=O)N[C@@H]1CC[C@H]1NC(=O)c1ccc2c(c1)CC(=O)NC2,S5674,-9.44128
COC(C)(C(=O)N1CC(CNC(=O)C2(O)CCSC2)C1)C(C)C,S5679,-6.5041
O=C(Cc1ccon1)NC1CC2CCC1(NC(=O)c1cc(O)cc(F)c1F)C2,S5676,-7.94532
CCO[C@H]1C[C@@](CO)(NC(=O)c2cn(C3CC3)nc2CC)C1(C)C,S5677,-7.36575
CCOC(=O)c1ncoc1CNC(=O)Cc1ccc2ccoc2c1,S5680,-9.28861
Cc1cc(N)c(C)nc1C(=O)N1CCN(C(=O)C(C)(C)c2ccnn2C)C[C@@H]1C,S5678,-9.16643
NS(=O)(=O)CCCC(O)CNC(CC(F)(F)F)c1ccsc1,S5683,-8.43988
C[C@H](O)CC(=O)NC1(C)CCN(C(=O)c2c(C(F)(F)F)nn3c2CCCC3)C1,S5640,-8.50592
Cc1ccc(-c2ncc(C(=O)NN3CCN(C(C)C)CC3)s2)cc1C,S5682,-8.59601
CCc1conc1C(=O)N(CC)C1CCCN(C(=O)c2cc(O)cc(C#N)c2)C1,S5681,-11.2997
N[C@H]1COC[C@H]1C(=O)NC[C@H]1CO[C@@H](C(F)(F)F)C1,S5687,-7.29398
O=C(Nc1cncc2c1CCC2)N1CC(n2ccc(Br)n2)C1,S5685,-8.38998
CC1CN(C(=O)c2c[nH]c3ncccc23)CCC1NC(=O)CC1COCCOC1,S5686,-9.45646
CCC(=O)N1CCC(C(=O)N2CC3(CC(C)CO3)C2)C1,S5684,-8.73665
CC1(C)O[C@H]2C[C@H](NC(=O)[C@H]3C[C@]4(C3)[C@H](C(=O)O)C4(F)F)C[C@H]2O1,S5688,-8.05061
O=C(NCC1(NC(=O)c2cn[nH]c2F)CCC1)c1cc2cc(Cl)ccn2n1,S5675,-8.86819
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)c3cccnc3C)[C@H]2C(C)C)cc1C,S5689,-7.83187
CC1(C)CC(NC2(Cc3ccc(F)cc3F)COC2)CCO1,S5692,-7.57332
Cc1cccc2ncnc(NCC34CCC(CC3N)C4)c12,S5693,-7.64747
COC(=O)c1coc(-c2cscc2C2CCC2=O)c1,S5695,-8.04487
CCc1cc(C(=O)NC23CCN(C(=O)c4cc(C)n(CCO)n4)CC2C3)ccn1,S5690,-8.37941
COCCC(=O)N1CCCC12CCCN(C(=O)c1cc(C3CCC3)n(C)c1C)C2,S5691,-9.09397
OCc1ccccc1CCNC1COc2c(Cl)cc(Cl)cc21,S5697,-9.35291
CC1CC(CNC(=O)c2ccnn2C2CCOCC2)CN1C(=O)Cc1ccoc1,S5694,-9.95626
CC(NCCn1c(=O)oc2ccccc21)c1ccc2c(c1)CNC2,S5699,-9.38377
Cc1ccc(C(C)C(=O)N(C)CC2(NC(=O)c3ccc4[nH]ncc4n3)CC2)s1,S5698,-8.19733
Cc1nnc(CC(=O)N2CC(NC(=O)c3cccc(N(C)C)c3)CCC2C)s1,S5701,-9.20287
CO[C@H]1CN(C(=O)[C@H]2CC[C@H](C(N)=O)CC2)C[C@H]1NC(=O)[C@H](C)C(C)(C)C,S5703,-7.78596
CCC(C)n1c(=O)[nH]c(C)c(-c2cc(-c3ccccc3)nn2C)c1=O,S5702,-9.75034
Cc1nc(CC2CCN(C(=O)c3ccc4c(c3)C(CC(=O)O)CCC4)CC2)no1,S5705,-9.86821
O=C1NC[C@H]2CCCN(C(=O)c3ccc(NCCc4ccsc4)cc3)[C@@H]12,S5706,-9.58869
O=c1c(C(F)(F)F)c2c(nn1Cc1nc3ccc(O)cc3o1)COCC2,S5700,-6.88684
COC1CC2(C1)CC(N)(C(=O)Nc1cccc(-c3ncco3)c1C)C2,S5708,-8.15825
CO[C@@H](C)C(=O)NC1CC(=O)N(C2CN(C(=O)c3ncc(C(F)F)s3)C2)C1,S5707,-8.54862
O=C(NC1(c2nnn[nH]2)CCOCC1)C1CN(C(=O)OCc2ccccc2)C1,S5710,-7.80727
CC(=O)N1CC(C)OC(CCNC(=O)CSc2ccccc2Cl)C1,S5711,-9.64411
Cc1c(C(=O)N[C@H]2COC[C@H]2NC(=O)C2CCN(CCO)C(=O)C2)ccn1C,S5709,-7.73861
C=Cn1ccnc1S(=O)(=O)NCc1nnc(C(C)C)[nH]1,S5713,-6.0775
CC(C)c1cc(C(=O)N2CCC(C(O)C3CCNCC3)CC2)c(C(C)C)[nH]1,S5712,-8.22322
C=C(Cl)CCC(=O)N1CCCC2(NC(=O)c3cnn4c3CCC4)CCCC12,S5704,-8.51178
N#CCc1cc(Cl)c(NC(=O)NCCc2nnc3n2CCS3)c(Cl)c1,S5715,-7.24718
O=C(N[C@H]1C[C@@H](CNC(=O)C2C[C@H](O)[C@@H](F)C2)C1)c1ccc(-c2c[nH]nn2)cc1,S5714,-9.27118
CCN(C1CCN(C(=O)[C@H]2NCCc3cc(F)ccc32)CC1)S(C)(=O)=O,S5716,-8.11438
O=C(O)c1ncsc1S(=O)(=O)NCC1CC2(CCOC2)C1,S5718,-7.78314
Cc1ccc(C)c(CN(C)C(=O)NCc2ccn(C)c2)c1,S5719,-6.49748
COc1ccccc1CS(=O)(=O)NCC(Br)=C1CCOCC1,S5722,-7.11592
Cc1cc(F)cc(CO)c1-c1cn(-c2ccccc2)nn1,S5723,-9.27176
CC(C)(C)c1cc(CNCc2cncc(Cl)c2Cl)no1,S5726,-7.7415
CN(c1cccc(C#N)c1)C1CCN(C(=O)CCOC2CCOC2)C1,S5724,-9.17504
COC(=O)C1(CC(=O)NC2(C)CCN(C(=O)c3cccc4cnsc34)C2)CC1,S5721,-8.60171
CO[C@H]1CC(C(=O)N2CC[C@H](CO)[C@@H](NC(=O)C3CCC3)C2)C[C@@H]1OC,S5725,-7.90961
Cc1nc2c(cc1C(=O)NCC1CC(C)N(C(=O)C3CSC3)C1)c(C)nn2C,S5696,-9.93695
CC(C)(C)C1=NOC(C)(C(=O)NCC2(NC(=O)c3cn(C(F)F)cn3)CC2)C1,S5717,-8.51449
CN(C)[C@H]1C[C@H](C(=O)N2CCC(N(CC3CCCO3)C(=O)C(C)(F)F)CC2)C1,S5727,-7.35805
N#CCn1cc(NC(=O)C2CNc3ccsc3C2)cn1,S5730,-8.59725
O=C1CCC2(CN(C(=O)NCC3(C4CCCCC4)CCCCC3)C2)N1,S5729,-6.70401
Cc1cc(C(=O)N2CCC(C)(C)C2CNC(=O)c2cccc3scnc23)[nH]n1,S5720,-8.54267
Cc1cc(CNC(=O)C23CCC(CC2)O3)c(Br)cc1F,S5732,-7.73602
CC(C)C(C)(C)CNCC12CC(C1)C(C)(C)O2,S5734,-6.08319
CC(Cc1ccc(Br)cc1)NC(=O)N1CC(Cn2ccnn2)C1,S5733,-8.44384
Cc1n[nH]c(C(=O)N[C@H]2[C@H]3CC[C@@H]2N(Cc2ccccc2)C3)c1Br,S5731,-7.06612
COC(=O)COC1CN(C(=O)C2CCCN2C(=O)C2CCCCC2)C1,S5736,-7.94819
CN(C)C1(CCC(=O)Nc2ccc3cncn3c2)CCCCC1,S5737,-8.76102
CC(C)C1CN(CCOC(=O)[C@]23C[C@H](NC(=O)OC(C)(C)C)C[C@H]2C3)C1,S5738,-7.28123
CN(C)[C@@H]1CC[C@H](C(=O)NC2(C)CCN(C(=O)c3cc4n(n3)CCCN4)CC2)C1,S5735,-6.77333
Cc1nc[nH]c(=O)c1CCC(=O)Nc1cc(C2CCOCC2)ccc1F,S5739,-9.65989
CN1CCNC(CC(=O)N(C)c2nnc(Br)s2)C1=O,S5728,-7.24245
Cc1ccc([C@]23C[C@H]2CN(C(=O)NC2CCCS(=O)(=O)C2)C3)cc1,S5742,-8.2777
C[C@H]1OCCN(C(=O)C(O)(C2CC2)C2CC2)[C@H]1C,S5745,-6.44259
Cc1cccc(N2CCN(CC(=O)C3CC4(CCOC4)C3)CC2C)c1,S5744,-9.79434
COC(C)CC(=O)N1C[C@H](C)C[C@@H](NC(=O)c2c[nH]c3c(Cl)cccc23)C1,S5743,-8.67401
O=C1NCC2(C(=O)OCC(=O)N3CCCC3=O)CCCC1C2,S5747,-8.98807
CCC1CN(C(=O)[C@H](C)[C@@H](O)CC)CCN1C(=O)c1coc(C#N)c1,S5748,-8.98189
Cc1cc(C)n(CC(=O)NC2(CN3CCN(C(=O)c4nc[nH]c4C)CC3)CC2)n1,S5746,-8.33414
CC(F)(F)[C@@H]1C[C@H]1NC(=O)C1CCc2ccccc2CC1,S5749,-9.06353
CC(C)(CC(=O)N1CC(C)(C)OC2(CCC2)C1)CC(F)F,S5751,-6.24391
CCOc1cccnc1S(=O)(=O)NC(C)(C)c1cccc(Cl)c1F,S5750,-5.21132
CC1(C)OCc2ccc(C(=O)N3CCN(C(=O)C4(C)CNC(=O)C4)CC3)cc2O1,S5741,-8.91136
CN1CCC[C@@H]1CC(=O)N1CCCCC1Cc1ccc(O)cc1,S5752,-8.45768
CCOC12CCC(NC(=O)C3Cc4cc(Cl)ccc4O3)(CC1)C2,S5753,-7.61393
Cc1conc1CC(=O)N1CCC[C@H]2CN(C(=O)C3(C)CCN(C)C3)CC[C@H]21,S5754,-8.87035
O=C(COc1cc(F)cc(Cl)c1)NCc1csc(Cl)c1,S5758,-8.16088
CCC[C@H]1C[C@@H]1CNc1ccn2nccc2n1,S5759,-7.41038
CCc1nnc(C(=O)NC2CCc3c(c(C)nn3C)C2)s1,S5760,-8.11934
CN1CCC(C)(C(=O)NC2CN(C(=O)COCc3nc4ccccc4s3)C2)C1,S5756,-7.07816
COC1(c2nncn2C)CN(C(=O)Nc2csnc2C)C1,S5757,-7.47625
COCCn1ncc(C2=CC(=O)CC(C)(C)C2)n1,S5764,-7.85911
CC1CCn2cc(C(=O)NCc3ncnc4c3OCCO4)nc2C1,S5762,-8.35866
CCc1conc1CC(=O)N[C@H]1C[C@@H]1NC(=O)C1CC2(C1)CC(F)(F)C2,S5763,-8.11885
N#CC1(C(=O)N[C@@H]2CCC[C@H]2NC(=O)C2=CS(=O)(=O)CCC2)CC2CC2C1,S5761,-6.97905
COc1cccc2c(C(=O)N3[C@H](C)C[C@H]4CN(C(=O)CC(C)CF)C[C@H]43)n[nH]c12,S5765,-8.82048
CCc1occc1C(=O)N1CCCC(C)C1CNC(=O)c1nc(C)c(N)cc1C,S5767,-8.85932
O=C(NCC1CCCN(c2ccc(Cl)cc2)C1)c1cnc2n1CCOC2,S5768,-9.961
CC(C)CC(CNC(=O)NC[C@H]1[C@H](C)C1(F)F)C(=O)O,S5769,-6.90221
CC1(C)CC(=O)CCC1C(=O)Nc1c2c(nc3ccccc13)OCCC2,S5755,-7.36036
Cc1cccc(C2(NC(=O)NCCC(O)(C(F)(F)F)C(F)(F)F)CC2)c1,S5770,-6.49848
CC(C(=O)OCC(=O)OC1CCC1)(c1ccccc1)C(F)F,S5773,-6.98767
CCc1ncoc1C(=O)N(C)C1CC(NC(=O)[C@H]2[C@H]3CCC(F)(F)[C@H]32)C1,S5771,-8.35756
COC1(C(=O)N2CCC(C3(NC(=O)C4CCC(=O)NC4)CC3)CC2)CC(C)C1,S5772,-9.09906
O=C(CNc1ccccn1)N1CC2CC(C1)N(C(=O)CSc1cccs1)C2,S5766,-9.23446
Cc1c[nH]c(CCC(=O)Nc2cnn(CC#N)c2)n1,S5775,-5.21503
Cc1c(Cl)ccc(CN[C@H](CN)C(C)(C)C)c1Cl,S5776,-6.22525
CC1=C(C(=O)N2CCC(n3nc(C4CC4)nc3O)CC2)CCC(C)(C)C1,S5740,-5.79611
CNC(=O)Cc1ccc(Cl)c(C(=O)NC(C)C2(OC)CCOCC2)c1,S5777,-7.4459
CC(C)c1nc(CCNC(=O)CC2CCCCNCC2)no1,S5780,-7.83226
CC(C)c1nn(C)cc1C(=O)N[C@H]1CN(C(=O)c2ccccn2)C[C@@H]1C(F)F,S5778,-9.44985
CCN(C(=O)Nc1nc2cccc(OC)n2n1)[C@@H](C)Cc1ccc(F)cc1F,S5774,-7.99826
CC(N)COc1cccc(C(=O)N[C@H](C2CCOCC2)C(F)(F)F)n1,S5782,-8.39112
CC(C)N1CCCC1CC(=O)N1CC(NC(=O)c2ccc3cccnc3c2F)C1,S5779,-10.1574
COC(c1noc(-c2cncc(CCCN)c2)n1)c1ccccc1Cl,S5784,-8.39748
CC1CCOC1CC(=O)NS(=O)(=O)CCC(=O)OCc1ccccc1,S5785,-8.27
COc1ccc(C(=O)N[C@H]2CC[C@H](NC(=O)c3cc(N)ccn3)C2)c2ccoc12,S5781,-8.46151
O=C(NCCc1nsc2ccccc12)N[C@H](CO)CCCO,S5787,-8.33699
CCN(C(=O)c1cscc1S(C)(=O)=O)C1CN(C)C1,S5790,-5.93267
CC(C)CC(C(=O)NCC1(c2ccncc2F)CCNCC1)N1CCCC1=O,S5786,-6.88846
COCC1(CNC(=O)C2(O)CC2)CCCN1C(=O)C1CC(F)(F)CCC1(C)C,S5789,-7.13738
Cc1cc(C(=O)OCCC2CCCCC23CC3)[nH]n1,S5783,-7.89673
COC(=O)c1ccc(NC(=O)NCc2cc(C)cc(C3CC3)c2)c(C#N)c1,S5792,-9.01019
CN(C)C[C@H]1C[C@H]1C(=O)N1CC(NC(=O)CN2CC(C)(C)C2)C1,S5788,-6.13494
CC(=O)N1CCC(CN(C)C(=O)Nc2cc(O)nc3ncn(C)c23)C1,S5794,-9.14265
O=C(CNC(=O)c1cccs1)NC1CCCN(C(=O)[C@H]2C[C@@H]2c2cn[nH]c2)C1,S5793,-10.5544
O=C(c1cc2ccc(Cl)cn2c1)N1CCN(N2CCCC2=O)CC1,S5797,-9.12897
CCc1cc(Br)ccc1NC(=O)C1(N2CCNCC2)CCCC1,S5799,-7.49267
CC(C)(C)C(c1nc(-c2[nH]nnc2-c2ccccc2)no1)N1CCCCC1=O,S5796,-8.38076
Cn1ccc2c(NC(=O)NCCS(=O)(=O)C3=NOC(C)(C)C3)cccc21,S5798,-7.69001
COC(=O)c1cc(OC)cc(CN2C[C@H]3C[C@@H]2[C@@](C)(O)C3)n1,S5800,-8.05931
CC1CC(C)(Cn2cnc3c(c2=O)CCCN3)C1,S5802,-7.2894
CCn1cc(C(O)CNC(=O)COc2ccc3c(c2)CCCC3=O)cn1,S5801,-9.21145
CCC(=O)NCC1CN(C(=O)CC2(c3ccccc3)CC2)C2(CCOCC2)C1,S5803,-6.18967
CC(C)[C@H]1CCN(C(=O)[C@H]2CCCC[C@H]2CC(F)(F)F)[C@@H](CN)C1,S5804,-7.43286
Cc1ncc(C(=O)N2CCN(C(=O)c3nc(C)c(C)s3)[C@H]3CC[C@@H]32)c(C)n1,S5795,-7.85574
CN(Cc1ccc2cc[nH]c2c1)C(=O)C(NC(=O)OC(C)(C)C)C1(O)CCC1,S5806,-7.01729
O=C(NCc1cccc(Cl)c1Br)c1cnsc1,S5811,-7.86949
COC(=O)c1cc(C(=O)N2CCN(C(=O)C3(C)CC(C)C3)C[C@@H]2C)c(F)cn1,S5808,-8.49775
CN(CC1(O)CCN(C(=O)c2ccc(Cl)o2)C1)C(=O)C(C)(C)c1ncco1,S5809,-7.30186
CCn1cc(Cl)cc1C(=O)NCC1(O)CC(NC(=O)C2(O)CCSC2)C1,S5810,-7.95801
CSC(C)(C)CC(=O)N1CCC(N(C)C(=O)c2c[nH]c(=O)s2)C(C)C1,S5812,-8.80922
Cc1cc(C(=O)N2CC(CO)CC(C)(C)C2)c2c(C)nn(C)c2n1,S5813,-8.0799
CCC(C)(CC(=O)N1CCN(c2cccc(C#N)c2)CC1)C(=O)OC,S5815,-9.80104
CC(OC(=O)C[C@H]1CCCO1)C(=O)Nc1cc(C(F)(F)F)ccc1Cl,S5807,-8.36571
O=C(Nc1ccc(-n2cc[nH]c2=O)cc1)C1CNC2(CC2)CO1,S5816,-8.40656
Nc1cc(F)cnc1C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C(F)(F)C1(O)CCC1,S5814,-8.28757
CC1(C2CN(S(=O)(=O)c3cnc4ccccn34)C2)CC1,S5818,-6.21762
COC(=O)N1C=C(COC(=O)c2cn(C)c3c(Cl)cccc23)CCC1,S5817,-9.59388
O=C(Cc1cccc(C(F)(F)F)c1)CN1CCC2(CC1)CCS2(=O)=O,S5805,-8.97702
CN(C(=O)c1nc2cnccc2s1)C1CC(NC(=O)CC2(C)CCCO2)C1,S5819,-9.18796
CN(C)S(=O)(=O)CCS(=O)(=O)NC1(COc2ccccc2)CC1,S5822,-6.15323
COc1cc(C(=O)N2CC3(CCCN(C(=O)Cc4nc(C)c[nH]4)C3)C2)c(F)cn1,S5820,-7.78874
CCc1cc(C(=O)N2CCCCC2CCN(C)C(=O)[C@@H]2ON=C(C)[C@H]2C)on1,S5821,-7.48422
Cc1ccc(C)c(OCC(=O)N2C[C@H]3CCc4ccccc4[C@H]32)c1,S5791,-9.41794
CCC1CN(C)CCCN1C(=O)c1cc(C(=O)OC)c2n1CCOC2,S5824,-9.0116
CC1CN(C(=O)c2ccc(-n3[nH]c(=O)[nH]c3=O)cc2)c2cccnc21,S5823,-9.8929
CC(=O)NCCC(=O)NC1CCSC12CN(C(=O)c1n[nH]cc1C(C)C)C2,S5825,-7.58585
CC(C)(NC(=O)c1noc2c1CCCCC2)C1CCCN1C(=O)Cc1nc[nH]n1,S5826,-7.7909
CN(C(=O)NC1CCCN(S(C)(=O)=O)C1)c1ccc2ccccc2n1,S5830,-8.89135
COC1(CNC(=O)N2CC(Oc3ccc(Cl)cc3)C2)CCCS(=O)(=O)C1,S5829,-8.32765
O=C(N[C@@H]1CN(C(=O)c2ccn(CC(F)F)n2)C[C@@H]1F)[C@H]1[C@@H]2CCCCC[C@@H]21,S5827,-9.17512
CC(CC(=O)N(Cc1nccs1)CC(C)(C)C)n1cccn1,S5828,-6.78233
COc1cc(C(=O)O)c(Cl)c(C(=O)N[C@@H]2CC[C@H]3C[C@@H]2CO3)c1,S5831,-8.58778
CCN(C)CCc1cn([C@H](C(=O)N2CCCC(=O)C2C)C(C)(C)C)nn1,S5832,-5.99764
Cn1cnc2c(C(=O)NC(C)(C)c3ccc(Br)cc3F)ncnc21,S5836,-7.27187
Cc1coc(C2CC2)c1C(=O)N[C@H]1CCN(C(=O)CC#N)[C@@H]1C1CC1,S5835,-7.74176
COC(=O)c1cccn2c(-c3ccn(C(F)(F)F)n3)cnc12,S5840,-8.28401
Cc1c(C(=O)O)ccc(F)c1C(=O)N1CCN(C(=O)c2cnccn2)CC1,S5837,-9.87421
COC1CC(C(=O)OC(C)(C)C)CN(C(=O)c2csc(-c3cn[nH]c3)n2)C1,S5839,-9.17855
CCS(=O)(=O)N(C)CCNC(=O)c1nc2sccn2c1C,S5843,-7.29337
CN(C(=O)CCNC(=O)C1Cc2cc(Br)cnc2C1)c1ccccc1,S5834,-10.0224
COc1ccc(C(C)C(=O)N(C)Cc2ccc(-n3cncn3)cc2)c(C)c1,S5842,-9.65605
N#CCC(=O)N[C@H]1[C@H]2C[C@H](CN(C(=O)C3CCCC4(CCC4)O3)C2)[C@H]1CO,S5841,-7.67378
NC1(CCC(=O)N2CCC3(CC2)OCCc2cc(Cl)sc23)CCOC1,S5844,-8.87754
Cc1nc(C(=O)NC2CC3(C2)CC(NC(=O)C(F)CC2CCCCC2)C3)n[nH]1,S5845,-8.88871
CC(C)(C)OC(=O)N1CCOCC1CCC(=O)NCC1COC2(C)CC1C2,S5848,-7.11956
O=C(N[C@H]1Cc2ccccc2O[C@@H]1C(F)(F)F)c1cncc2ccsc12,S5847,-9.32966
COc1c(C(=O)N[C@H](C)CN(C)C(=O)c2ccc3c(c2)CCNC3=O)cnn1C,S5833,-9.19544
CCn1cnnc1C(=O)NCC1(C(=O)OC)CC2CCC1CC2,S5849,-6.47063
COC1(CNC(=O)Nc2nnc(CN(C)C)s2)CCCC(C)(C)C1,S5852,-7.67901
CC(NC(=O)NCC(C)(O)c1cnn(C)c1)c1cncn1C,S5854,-7.21815
Cc1cncc(C(=O)N2CC(C)(C)C(NC(=O)[C@H]3CNC(=O)C3)C(C)(C)C2)n1,S5846,-7.59954
Cn1cc(C(=O)N2CC(F)(CNC(=O)c3ncccc3C(C)(C)C)C2)ncc1=O,S5850,-8.15265
CC(CCC(=O)OC(C)(C)C)N(C)CC(=O)c1csc(N)n1,S5856,-6.93302
O=C(NCc1cc(F)cc(C2CC2)c1)c1c(F)cncc1C(F)(F)F,S5853,-9.34565
Cc1csc2c(CC(=O)NCC3(O)CCN(C(=O)c4cocn4)C3)cccc12,S5851,-8.86248
O=C1CCc2nc(N3CCC4COCC3C4)ccc21,S5855,-8.71604
CO[C@@H]1C[C@H](CF)N(C(=O)c2cccc3c2CCN3C(=O)OC(C)(C)C)C1,S5857,-8.99596
CC1CCNC(=O)C1NC(=O)c1cocc1C(N)=O,S5861,-7.53689
CC(CCC(=O)Nc1ccc(-n2ccccc2=O)cc1)CN(C)C,S5860,-9.00885
Cc1ccc2c(C(=O)NC[C@@H](C)N(C)C(=O)c3nc4n(n3)CCCN4)c[nH]c2c1,S5858,-8.34732
N#Cc1c(NC(=O)c2cncc3cc(Cl)ccc23)c(C(N)=O)n2ccccc12,S5859,-7.81142
COc1cccc2[nH]c(CNCc3c(Cl)c(C(F)(F)F)nn3C)cc12,S5838,-9.91376
CC1(C)COC(COC(=O)C(C)(c2ccccc2)C(F)F)C1,S5862,-7.43805
Cc1c[nH]c(C(=O)NCC(C)(C)C2CCCN2C(=O)c2ccc3c(n2)CCC3)c1,S5863,-7.5499
C=C(Br)CC(=O)NC1CCC12CCN(C(=O)c1cnoc1C)CC2,S5867,-8.64434
Cc1cc(OCC(=O)NC2CC3(C2)CN(C(=O)Cc2nocc2C)C3)ccc1F,S5864,-8.2921
COCCN(CCCc1ccccc1)C(=O)NCc1ccnn1C(F)(F)F,S5870,-8.99392
Cc1ccn(CC(=O)Nc2ccc(NC(=O)c3csnc3C3CC3)cc2C)n1,S5865,-8.93797
CCc1ccc(C(=O)N(CC)C2CCN(C(=O)c3ccc(C)cc3Cl)C2)cn1,S5869,-9.58988
COc1ncc(Br)cc1NC(=O)Cc1ccc(-c2nnn[nH]2)cc1,S5866,-8.61918
O=C(N[C@H]1C[C@H](NC(=O)C2CC3(CCC3O)C2)C1)C1CCCN(CC(F)F)C1,S5868,-8.69428
CC(c1ccc(F)cc1)S(=O)(=O)NCC12CCCC(C)(CO1)C2,S5873,-7.64947
CC(C)(O)C(F)C(=O)N1CC(CNC(=O)CN2CCSCC2)C2(CC2)C1,S5872,-8.35955
Cn1c(C(=O)NCC2CCC(=O)C2)c[nH]c1=O,S5876,-7.67303
COc1cc(C(=O)CN2CCOCC23CNC(=O)OC3)ccc1OC(F)F,S5871,-8.68147
O=C([C@H]1C[C@@H]1c1ccc(Br)o1)N1CCSC2(CCC2)CC1,S5875,-6.99137
C=Cn1nncc1C(=O)OC(C)C(=O)NC(C)c1cccc2ccccc12,S5874,-9.2237
CC1(c2cc(C(=O)Nc3nnsc3-c3ccccc3)on2)COC1,S5877,-7.49349
Cn1ncc(-c2ccc3oc(C(F)(F)F)nc3c2)c1C#N,S5879,-9.20639
O=C(NC1CC(O)CN(C(=O)C2=CCCS2)C1)c1ccc(-c2cn[nH]c2)cn1,S5878,-10.1022
COC(C)(CC1CCC1)C(=O)N1CCCc2ccc(S(C)(=O)=O)cc21,S5884,-4.97957
COC(=O)[C@H]1CC[C@@](F)(CNC(=O)Nc2nccn2Cc2ccc(F)cc2)C1,S5880,-8.908
CC1=NOC(C(=O)N2C[C@H](NC(=O)c3cccc(F)c3)[C@@H](S(C)(=O)=O)C2)C1,S5881,-7.62407
Cc1ccc(C(=O)NC2CCCN(C(=O)c3ccn(C)n3)CC2)cc1C(C)(C)C,S5882,-10.3751
CC(C)(C)OC(=O)N1CC2(CCCC(CC(=O)OCc3cncs3)O2)C1,S5886,-7.98367
CCC(C)(CNC(=O)C1CCC1(F)F)NC(=O)c1cccc2cc(O)ccc12,S5885,-9.68415
COC(C)(C)C(=O)N[C@H]1CO[C@H]2CN(C(=O)Cc3coc4ccc(C)cc34)C[C@@H]12,S5883,-9.53399
C[C@H]1C[C@H](NC(=O)Nc2csc(C(N)=O)c2)CCO1,S5891,-7.66784
CSCC(C)(C)C(=O)N(C)CC1(O)CN(C(=O)c2cnc3cnccc3c2)C1,S5888,-7.5512
COC1(CN(C)c2nc(=O)c3cn[nH]c3[nH]2)CCC(C)(C)CC1,S5892,-7.74279
CCNc1ccc(C(=O)N(C)[C@H]2CN(Cc3ccccc3)CC[C@H]2C)cn1,S5889,-8.97423
